Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Gender_Male
52.0,8.0,53744.41,2.0,0,1,34773.99,1,False
28.0,1.0,157557.88,2.0,0,0,39664.36,1,True
54.0,5.0,151505.71,3.0,1,1,22343.77,0,False
21.0,6.0,0.0,3.0,1,0,80628.7,1,True
25.0,5.0,151551.29,2.0,1,1,72471.37,0,True
28.0,3.0,11014.26,4.0,1,0,24221.2,0,False
60.0,3.0,0.0,4.0,1,0,22060.74,0,False
22.0,4.0,13273.24,1.0,0,0,93647.36,1,False
35.0,1.0,0.0,4.0,0,0,40740.19,0,True
31.0,3.0,176599.43,1.0,1,1,113997.43,0,True
49.0,7.0,22918.31,4.0,1,0,22040.47,1,True
41.0,6.0,52109.18,1.0,1,1,45871.47,0,True
32.0,6.0,0.0,2.0,1,1,47209.79,1,False
24.0,7.0,0.0,2.0,1,0,119746.29,0,False
35.0,2.0,158000.08,2.0,1,0,110026.82,1,True
53.0,5.0,21862.31,2.0,1,0,93546.46,1,True
54.0,2.0,72959.86,4.0,0,1,69306.84,0,True
70.0,2.0,191224.73,2.0,1,1,85413.29,0,True
22.0,3.0,0.0,2.0,1,1,40690.68,0,False
57.0,3.0,0.0,1.0,0,1,48739.3,0,False
26.0,3.0,121736.52,1.0,1,0,113614.47,1,False
36.0,7.0,35621.5,3.0,1,1,72042.88,0,False
45.0,5.0,134949.16,1.0,1,1,81488.78,0,True
54.0,9.0,92945.83,2.0,1,1,132262.38,0,False
61.0,2.0,185746.14,1.0,0,1,96812.61,0,True
54.0,6.0,0.0,2.0,1,0,127492.82,1,False
44.0,1.0,0.0,2.0,1,1,132804.01,0,False
59.0,2.0,0.0,3.0,1,0,113323.18,0,False
67.0,9.0,59465.1,3.0,1,1,68324.51,1,True
65.0,8.0,0.0,1.0,1,1,93528.46,1,False
45.0,8.0,0.0,4.0,0,0,135523.47,1,True
33.0,9.0,0.0,1.0,0,0,60893.34,1,False
23.0,8.0,0.0,1.0,1,0,75418.7,1,False
26.0,1.0,0.0,4.0,1,0,50873.19,0,True
53.0,7.0,84880.73,3.0,1,1,73876.43,0,False
47.0,8.0,21938.69,3.0,1,0,124749.31,0,True
24.0,6.0,83412.17,1.0,1,0,149913.72,1,False
24.0,7.0,155398.59,4.0,1,1,144152.98,0,False
30.0,7.0,0.0,4.0,1,0,90407.6,1,True
67.0,8.0,101240.17,2.0,1,0,63987.82,0,False
65.0,9.0,0.0,1.0,0,0,145822.39,1,False
22.0,9.0,0.0,3.0,0,1,86086.21,0,True
56.0,5.0,166805.14,2.0,1,0,114544.9,0,True
34.0,10.0,89147.25,2.0,0,1,77673.95,0,False
46.0,3.0,0.0,1.0,1,0,75847.47,1,False
53.0,2.0,119946.99,2.0,0,1,148977.33,0,True
26.0,4.0,0.0,4.0,0,1,89569.8,1,True
55.0,6.0,5765.31,2.0,1,0,42673.2,1,True
58.0,10.0,88282.84,2.0,1,0,104538.24,1,True
64.0,5.0,0.0,3.0,1,0,52888.72,0,True
48.0,8.0,0.0,1.0,1,0,46739.34,1,True
39.0,4.0,0.0,1.0,0,1,98427.93,0,True
34.0,7.0,187099.25,1.0,1,1,81839.42,0,False
57.0,3.0,0.0,3.0,1,1,37550.17,0,True
